Order_ID,Customer_ID,Order_Date,Quantity,Product_ID
30534,79381,3/6/2023,94,J
30535,83509,3/28/2023,43,E
30536,99838,4/15/2023,91,A
30537,24107,10/2/2023,61,I
30538,83879,4/28/2022,2,I
30539,50662,7/26/2022,78,H
30540,33119,9/15/2022,84,H
30541,1567,6/3/2022,44,E
30542,45046,2/14/2023,16,A
30543,3493,2/23/2024,32,B
30544,11653,7/14/2022,51,G
30545,52919,10/9/2022,29,A
30546,25915,7/26/2023,56,E
30547,83868,10/20/2023,7,F
30548,74639,4/25/2022,77,F
30549,79908,5/6/2023,47,H
30550,23318,10/17/2023,7,G
30551,64780,11/8/2022,94,I
30552,22748,6/7/2023,89,A
30553,63308,4/13/2022,57,B
30554,79575,1/2/2023,79,J
30555,2025,1/17/2023,94,B
30556,46771,10/5/2023,66,B
30557,36732,5/30/2022,57,J
30558,67028,1/24/2024,72,B
30559,94954,1/5/2023,59,B
30560,25091,9/4/2022,93,E
30561,68125,9/7/2022,30,F
30562,440,11/3/2022,44,H
30563,89496,7/19/2022,37,I
30564,58267,10/1/2023,29,B
30565,35111,5/21/2022,89,A
30566,58166,6/15/2022,32,H
30567,86186,12/30/2022,81,H
30568,97056,8/18/2023,60,E
30569,28394,10/16/2023,50,B
30570,3670,11/4/2023,57,I
30571,46884,11/14/2022,59,J
30572,89008,10/30/2022,57,D
30573,90040,10/27/2023,20,E
30574,95185,10/8/2023,40,C
30575,57263,12/16/2022,51,C
30576,45341,8/16/2023,65,F
30577,64963,10/2/2023,16,D
30578,11970,2/16/2024,75,A
30579,56368,12/11/2023,78,J
30580,79550,5/27/2023,76,H
30581,63896,7/24/2022,45,F
30582,11241,11/17/2023,66,F
30583,26200,4/6/2022,94,F
30584,44488,5/6/2022,53,B
30585,62873,12/12/2022,55,I
30586,60132,8/20/2022,32,D
30587,39470,4/14/2022,6,B
30588,18654,9/10/2023,40,A
30589,45944,7/6/2023,15,B
30590,25118,12/1/2022,13,J
30591,23190,2/25/2024,3,C
30592,51758,3/1/2023,35,D
30593,7809,3/2/2024,76,A
30594,56430,5/7/2022,93,I
30595,12826,12/4/2023,47,G
30596,53168,2/24/2023,26,F
30597,12357,8/22/2022,37,B
30598,90574,8/16/2022,72,E
30599,28307,6/10/2023,2,H
30600,55753,5/16/2023,40,E
30601,89952,7/6/2022,1,H
30602,57726,9/11/2023,27,D
30603,55343,8/24/2022,64,D
30604,49001,12/12/2022,39,D
30605,54943,3/13/2022,38,E
30606,7527,8/19/2023,74,F
30607,53350,11/7/2022,12,H
30608,21759,8/8/2022,22,B
30609,18262,10/4/2022,73,H
30610,53041,8/26/2022,56,J
30611,80310,5/28/2023,68,C
30612,83609,11/24/2023,48,H
30613,7642,12/3/2022,87,F
30614,86542,2/28/2023,84,G
30615,18552,2/21/2024,52,H
30616,94908,3/30/2022,68,I
30617,95524,12/22/2023,85,G
30618,38690,6/5/2022,8,B
30619,55345,12/6/2023,65,A
30620,4680,7/21/2022,25,C
30621,92135,4/15/2023,78,A
30622,16197,1/4/2024,35,E
30623,26997,3/31/2022,11,E
30624,86226,6/29/2023,87,E
30625,33471,5/14/2023,57,H
30626,87820,8/28/2023,86,G
30627,41599,2/16/2023,7,E
30628,40038,5/7/2023,47,E
30629,70583,1/23/2024,78,A
30630,21197,9/29/2023,72,C
30631,6183,2/10/2024,70,E
30632,84848,1/16/2023,7,G
30633,80752,4/18/2022,71,I
30634,84612,7/6/2023,42,B
30635,9304,9/13/2023,87,D
30636,70864,7/6/2022,74,A
30637,83662,3/20/2023,72,I
30638,71819,5/30/2022,36,I
30639,72251,7/24/2022,77,C
30640,37437,10/1/2022,1,I
30641,70509,6/22/2023,25,G
30642,35745,7/27/2022,45,J
30643,97532,1/18/2024,93,E
30644,19359,9/15/2022,4,I
30645,67737,3/24/2023,74,E
30646,48244,1/16/2024,13,G
30647,86738,9/17/2022,81,I
30648,5396,8/26/2022,2,H
30649,11213,9/4/2023,17,E
30650,10945,6/29/2022,13,G
30651,73239,8/15/2022,99,A
30652,79525,1/4/2024,40,B
30653,79318,12/29/2023,64,F
30654,1731,10/20/2023,47,F
30655,76971,10/22/2022,84,D
30656,56746,6/29/2022,78,A
30657,79904,1/3/2024,23,A
30658,16219,1/19/2024,1,I
30659,89028,1/1/2024,74,H
30660,37647,7/28/2022,84,H
30661,21215,8/20/2022,52,I
30662,46686,3/31/2022,27,D
30663,19809,10/12/2023,92,B
30664,57102,7/2/2023,90,G
30665,86819,2/25/2023,83,G
30666,34513,8/29/2023,1,D
30667,39280,11/24/2023,33,A
30668,15487,7/3/2022,71,A
30669,53259,6/4/2023,37,F
30670,15621,9/15/2023,54,H
30671,41534,11/19/2022,2,H
30672,96930,7/30/2023,53,B
30673,82371,11/16/2023,10,I
30674,34390,1/15/2023,17,D
30675,50078,6/13/2023,32,I
30676,60003,5/8/2022,17,F
30677,28632,10/13/2022,64,H
30678,94701,11/15/2022,27,E
30679,23922,4/17/2022,49,F
30680,43651,12/30/2023,26,D
30681,41242,5/27/2022,11,A
30682,59018,7/29/2022,10,E
30683,83335,2/17/2024,98,H
30684,51869,12/18/2022,38,D
30685,84227,3/24/2023,80,H
30686,38690,6/12/2022,96,I
30687,2579,11/23/2023,4,H
30688,2911,4/15/2022,52,D
30689,90051,6/15/2022,4,B
30690,4862,7/10/2022,51,F
30691,89767,9/7/2023,35,B
30692,45884,3/27/2023,93,C
30693,14634,9/30/2023,100,A
30694,65441,1/14/2024,100,B
30695,82581,7/29/2022,87,G
30696,72918,10/4/2022,54,G
30697,74521,2/10/2024,6,A
30698,52875,1/25/2024,33,G
30699,83932,7/16/2022,12,D
30700,11900,1/23/2024,62,G
30701,64199,6/18/2023,74,C
30702,10357,4/4/2023,18,B
30703,47341,5/2/2023,85,F
30704,7329,1/22/2023,7,C
30705,57091,12/28/2022,82,I
30706,45004,6/2/2022,38,J
30707,59756,3/19/2022,20,C
30708,31990,3/3/2024,56,E
30709,18812,12/23/2022,90,E
30710,41359,12/31/2022,24,H
30711,71193,4/5/2022,51,G
30712,54709,7/2/2023,46,F
30713,68016,7/5/2022,83,F
30714,50946,10/18/2022,44,G
30715,7988,3/23/2023,63,E
30716,43653,12/26/2022,56,B
30717,21934,5/5/2022,29,E
30718,22811,8/15/2022,11,E
30719,30813,12/2/2022,73,I
30720,11193,10/20/2022,81,J
30721,90543,2/3/2023,29,H
30722,83261,5/27/2023,74,B
30723,90793,2/18/2023,60,I
30724,8811,1/4/2023,92,J
30725,21111,9/8/2022,41,A
30726,3823,9/12/2022,99,G
30727,36365,11/6/2023,99,H
30728,80637,9/10/2023,19,G
30729,52714,2/17/2024,18,B
30730,77088,6/6/2022,83,E
30731,39183,2/8/2023,52,G
30732,6616,2/23/2022,87,D
30733,73554,9/16/2023,99,A
30734,35481,3/12/2023,59,G
30735,15372,2/8/2024,43,A
30736,67143,9/3/2023,54,G
30737,6908,11/8/2022,20,E
30738,44280,9/5/2022,92,G
30739,69468,12/26/2022,98,B
30740,95418,5/3/2023,63,F
30741,42196,1/28/2024,43,G
30742,33899,12/7/2022,19,H
30743,48118,10/29/2023,99,A
30744,21810,6/24/2023,94,A
30745,91898,8/7/2023,73,G
30746,64153,12/22/2023,85,D
30747,99376,8/2/2022,27,G
30748,62866,8/4/2023,34,D
30749,83667,6/19/2023,41,B
30750,16526,2/21/2023,38,D
30751,69677,4/16/2023,13,D
30752,45862,3/29/2022,8,I
30753,16638,1/17/2024,8,F
30754,36618,5/28/2023,12,I
30755,10485,12/5/2023,81,H
30756,70215,5/10/2022,26,I
30757,69750,9/4/2022,46,C
30758,82156,6/7/2022,8,B
30759,74624,8/16/2022,87,B
30760,13291,11/3/2022,9,A
30761,86771,4/20/2023,58,I
30762,64522,8/20/2022,84,B
30763,77868,10/20/2023,76,A
30764,14794,10/2/2023,93,C
30765,22794,4/5/2022,72,B
30766,6638,9/13/2023,11,G
30767,86993,7/6/2022,64,A
30768,38489,8/2/2022,26,A
30769,44795,9/26/2023,48,E
30770,22702,12/3/2023,25,G
30771,14219,6/9/2022,78,B
30772,7114,6/12/2022,64,D
30773,64233,1/5/2023,31,D
30774,32685,3/2/2022,16,F
30775,99211,5/9/2023,70,E
30776,69382,11/26/2023,41,G
30777,53985,4/19/2023,85,B
30778,69446,11/29/2022,4,B
30779,41919,9/2/2023,70,F
30780,80505,8/2/2022,94,I
30781,4226,4/25/2023,37,I
30782,97324,10/8/2023,76,D
30783,58660,3/19/2022,93,E
30784,8570,4/28/2023,86,E
30785,24187,2/28/2023,72,C
30786,57557,11/2/2023,68,E
30787,41831,10/15/2023,24,H
30788,7984,4/7/2022,95,A
30789,79591,4/7/2022,19,E
30790,41843,6/20/2022,97,I
30791,25004,10/17/2022,43,J
30792,20924,4/15/2022,38,G
30793,24929,7/18/2022,83,I
30794,79670,10/21/2023,79,F
30795,11018,11/20/2022,22,A
30796,89674,5/5/2023,6,H
30797,1939,12/9/2022,88,B
30798,34633,8/16/2022,40,J
30799,43763,12/20/2023,5,H
30800,7400,6/24/2023,53,E
30801,41811,8/16/2022,83,F
30802,53790,12/9/2023,5,A
30803,81439,12/24/2022,39,G
30804,51207,9/22/2022,29,I
30805,59917,11/12/2022,52,I
30806,6156,2/13/2023,42,D
30807,14952,8/31/2022,72,C
30808,1481,2/15/2023,8,A
30809,97492,6/8/2023,95,I
30810,30925,12/3/2022,90,G
30811,89283,4/28/2022,65,E
30812,32926,12/8/2022,97,F
30813,86914,4/6/2022,45,D
30814,9801,12/3/2022,32,A
30815,29816,12/22/2022,79,E
30816,71079,5/11/2022,44,J
30817,72852,2/2/2023,35,D
30818,60596,6/15/2023,64,C
30819,73934,12/10/2022,57,H
30820,95157,6/20/2022,33,B
30821,61708,11/28/2022,43,C
30822,47127,9/30/2022,59,C
30823,81135,2/13/2023,92,B
30824,57839,7/20/2022,5,F
30825,99903,12/28/2022,50,E
30826,10919,7/14/2022,59,D
30827,74815,6/27/2022,26,A
30828,76942,3/7/2023,40,G
30829,45613,7/24/2022,83,E
30830,39133,5/8/2022,5,C
30831,8757,2/5/2023,16,A
30832,3885,6/29/2022,24,J
30833,46473,4/14/2022,30,H
30834,39562,5/24/2023,82,G
30835,79081,5/15/2022,6,F
30836,11990,11/7/2022,94,E
30837,7286,11/20/2023,29,B
30838,32190,12/21/2023,62,G
30839,33604,1/12/2024,12,F
30840,51927,2/19/2023,71,G
30841,49989,5/1/2023,37,A
30842,5162,7/26/2023,98,E
30843,29932,4/20/2022,95,H
30844,25625,1/6/2023,34,G
30845,87392,11/16/2023,30,C
30846,1482,5/3/2022,30,H
30847,39412,9/8/2023,22,A
30848,98223,4/26/2022,82,I
30849,92065,5/7/2022,56,I
30850,4741,11/28/2023,44,A
30851,49235,6/9/2022,52,A
30852,97972,4/19/2022,34,E
30853,47199,4/10/2023,82,H
30854,25596,4/14/2023,64,I
30855,72430,8/30/2023,13,I
30856,84756,6/17/2022,60,F
30857,42651,6/20/2022,25,J
30858,10334,4/21/2022,98,G
30859,98551,9/27/2023,33,I
30860,64257,1/28/2023,38,F
30861,67847,5/28/2022,20,F
30862,73492,2/26/2023,93,D
30863,87589,11/16/2022,69,H
30864,47120,6/18/2022,78,G
30865,32458,4/19/2022,25,F
30866,59163,3/22/2022,44,C
30867,98225,1/26/2024,19,D
30868,96822,8/20/2023,90,B
30869,12041,10/30/2023,85,E
30870,83134,5/23/2023,34,G
30871,29131,4/15/2023,74,C
30872,26511,6/10/2023,62,J
30873,71645,2/10/2023,97,F
30874,8262,10/8/2022,7,C
30875,62991,9/9/2023,15,D
30876,69948,8/13/2022,19,G
30877,12734,6/30/2023,35,E
30878,41908,11/22/2023,97,G
30879,10978,9/10/2023,88,J
30880,15761,2/3/2024,11,A
30881,31681,6/23/2022,83,H
30882,95820,9/25/2023,96,J
30883,96083,8/1/2023,72,J
30884,80376,4/30/2022,89,J
30885,10467,7/17/2022,63,H
30886,68103,12/19/2022,81,F
30887,64447,10/24/2022,4,G
30888,8959,3/6/2023,33,F
30889,82630,9/13/2023,66,G
30890,50780,11/24/2022,57,J
30891,59989,7/17/2023,79,A
30892,29415,12/2/2023,4,H
30893,81313,1/6/2023,83,B
30894,74842,11/13/2023,88,E
30895,83725,4/24/2022,49,G
30896,62427,11/25/2022,48,B
30897,88076,6/23/2023,96,G
30898,92683,5/1/2022,17,F
30899,81927,3/23/2022,12,E
30900,31605,6/1/2023,88,G
30901,16258,10/18/2022,96,H
30902,7370,9/18/2022,66,A
30903,9984,11/9/2023,14,H
30904,35049,12/6/2023,29,E
30905,95219,7/9/2022,33,D
30906,5595,8/11/2022,9,G
30907,13366,7/5/2022,85,B
30908,45104,8/17/2022,92,D
30909,13340,10/20/2022,83,I
30910,59272,11/26/2022,1,J
30911,92944,5/16/2023,15,B
30912,98140,3/21/2023,6,A
30913,82530,1/25/2023,39,D
30914,75856,7/14/2022,3,I
30915,65537,6/28/2022,2,E
30916,83457,4/2/2023,5,B
30917,74329,6/2/2023,35,F
30918,93253,3/22/2022,37,H
30919,59802,2/21/2022,92,D
30920,66142,12/29/2022,28,F
30921,213,6/24/2022,38,E
30922,6304,10/24/2022,24,C
30923,82754,9/21/2023,34,I
30924,65533,6/25/2023,79,D
30925,93586,9/22/2023,29,D
30926,37091,3/5/2024,96,C
30927,24931,11/15/2022,3,A
30928,38113,10/25/2022,90,E
30929,25122,6/23/2022,50,D
30930,77188,10/24/2023,73,J
30931,87281,11/5/2022,85,I
30932,5591,2/15/2023,82,B
30933,98733,2/6/2024,84,J
30934,23825,1/22/2024,87,E
30935,67532,8/12/2023,15,F
30936,42858,4/11/2022,24,H
30937,1482,4/8/2022,27,E
30938,17666,9/17/2023,11,H
30939,25364,6/2/2022,6,B
30940,78980,1/3/2024,94,C
30941,24956,9/1/2023,21,I
30942,93480,11/30/2022,28,A
30943,18101,1/19/2023,81,A
30944,39483,4/19/2023,13,I
30945,94091,1/22/2023,22,B
30946,68750,2/14/2023,26,F
30947,3151,6/11/2023,19,G
30948,22954,1/22/2023,40,C
30949,65625,5/24/2022,67,B
30950,86856,3/14/2023,69,B
30951,49214,6/20/2023,32,F
30952,75772,2/1/2024,4,J
30953,76123,12/10/2022,30,A
30954,60219,9/22/2023,56,F
30955,42570,11/29/2023,39,E
30956,58625,7/14/2022,47,H
30957,86475,8/21/2022,72,B
30958,31799,5/2/2023,52,D
30959,99642,12/23/2023,4,A
30960,86715,8/13/2022,18,I
30961,58757,8/5/2023,8,F
30962,75134,4/21/2023,84,G
30963,75526,5/4/2023,50,A
30964,77313,3/13/2023,32,J
30965,11875,3/25/2023,22,F
30966,58443,12/11/2022,13,B
30967,3420,11/26/2022,49,G
30968,9284,11/16/2023,56,C
30969,55821,10/15/2022,58,H
30970,89745,12/27/2023,19,F
30971,99972,10/30/2022,32,A
30972,84916,4/23/2023,38,I
30973,13755,9/18/2022,73,H
30974,56516,4/1/2022,47,D
30975,85815,4/29/2023,29,A
30976,83632,1/12/2023,9,D
30977,60357,1/29/2023,79,D
30978,78342,10/25/2023,14,F
30979,90662,9/15/2023,89,C
30980,6007,11/28/2023,54,G
30981,7462,7/31/2022,40,H
30982,52776,5/22/2023,90,J
30983,94949,5/30/2023,13,F
30984,60996,10/31/2023,94,E
30985,46301,4/12/2022,74,J
30986,30645,3/9/2023,51,E
30987,15937,5/16/2022,27,J
30988,68440,3/23/2022,18,I
30989,37616,4/10/2022,82,D
30990,40628,6/11/2022,28,G
30991,18651,12/25/2022,86,I
30992,18571,1/8/2023,87,E
30993,88888,5/17/2023,73,H
30994,4968,1/1/2023,99,A
30995,8606,8/23/2022,89,C
30996,62073,4/24/2022,87,J
30997,2229,4/26/2023,84,C
30998,41353,8/28/2023,61,D
30999,1665,11/27/2023,63,H
31000,56989,5/17/2022,84,A
31001,73087,4/24/2022,95,I
31002,1242,12/15/2023,55,H
31003,74732,2/26/2023,23,I
31004,90862,4/1/2023,42,H
31005,42211,6/23/2023,35,B
31006,85095,6/26/2022,15,A
31007,61091,4/4/2023,97,F
31008,94549,4/27/2022,68,H
31009,73166,12/26/2023,16,I
31010,19280,3/8/2022,75,D
31011,69384,12/23/2023,98,E
31012,7425,6/14/2023,83,I
31013,20632,12/11/2022,85,A
31014,61943,7/15/2022,50,E
31015,68976,8/27/2023,5,D
31016,27500,4/29/2022,96,H
31017,13903,11/6/2022,11,G
31018,46752,2/1/2024,15,D
31019,58558,1/31/2024,76,C
31020,72934,5/21/2023,58,B
31021,76216,3/13/2023,95,A
31022,79880,2/18/2023,90,B
31023,68816,1/11/2024,86,H
31024,26596,10/4/2023,64,D
31025,94722,12/11/2023,15,D
31026,22667,6/1/2023,24,F
31027,59664,2/27/2023,65,F
31028,50714,2/5/2023,72,D
31029,69184,5/3/2023,57,I
31030,69015,9/7/2023,70,D
31031,38042,11/27/2023,56,I
31032,8437,2/27/2023,31,I
31033,85771,9/3/2022,38,J
31034,64302,10/13/2023,38,C
31035,7577,5/4/2022,98,F
31036,60437,10/26/2023,60,I
31037,52525,8/24/2022,49,J
31038,55656,8/18/2023,40,B
31039,53197,4/22/2022,67,F
31040,32043,4/7/2023,94,G
31041,56735,8/26/2023,81,C
31042,43900,7/24/2022,33,F
31043,13450,3/18/2023,50,G
31044,51543,5/11/2023,19,D
31045,85140,3/9/2023,16,I
31046,12838,7/28/2023,22,H
31047,91159,2/12/2024,49,H
31048,24791,7/23/2022,91,J
31049,53431,4/5/2022,62,I
31050,66431,6/22/2023,1,E
31051,81106,4/23/2023,58,E
31052,60239,6/28/2022,83,C
31053,90737,2/8/2024,50,A
31054,65979,3/2/2024,46,D
31055,78966,7/25/2023,69,H
31056,11319,5/25/2022,31,E
31057,69812,6/18/2022,44,C
31058,90508,10/10/2022,41,I
31059,3809,5/28/2022,63,H
31060,14938,6/20/2022,91,A
31061,39193,12/6/2022,57,J
31062,4283,12/24/2022,68,C
31063,28475,11/27/2022,84,I
31064,41374,8/19/2023,99,H
31065,74252,10/17/2023,11,J
31066,63709,11/5/2023,91,A
31067,69452,6/29/2023,64,A
31068,13931,5/8/2023,79,I
31069,48157,4/23/2022,22,D
31070,50715,7/27/2022,83,E
31071,16792,8/18/2022,8,G
31072,22623,6/10/2022,19,G
31073,14945,10/16/2023,56,A
31074,77011,8/4/2022,49,A
31075,28936,3/26/2023,48,A
31076,96421,11/18/2022,48,E
31077,99076,2/19/2023,52,E
31078,85743,2/10/2023,89,D
31079,82697,1/18/2024,5,I
31080,51899,4/26/2023,61,G
31081,20915,7/21/2023,90,I
31082,25459,1/30/2023,8,J
31083,38923,5/3/2023,2,G
31084,79726,2/9/2023,96,E
31085,21642,5/30/2023,9,F
31086,15355,5/7/2023,51,F
31087,86734,1/3/2023,93,I
31088,34594,2/28/2022,60,E
31089,51737,7/19/2022,48,H
31090,57194,12/25/2022,41,J
31091,64126,10/31/2023,13,A
31092,70225,4/30/2022,59,C
31093,70037,6/7/2023,47,E
31094,46216,4/29/2022,2,J
31095,35381,8/16/2023,68,I
31096,32202,5/3/2023,51,F
31097,11116,12/19/2022,84,G
31098,43475,7/5/2022,1,J
31099,40370,9/5/2023,59,G
31100,44823,3/18/2022,84,G
31101,45627,9/24/2022,87,C
31102,84692,12/26/2022,76,I
31103,11585,10/28/2023,59,G
31104,55930,2/29/2024,79,J
31105,74223,11/23/2022,81,E
31106,62208,4/27/2022,82,D
31107,79705,5/15/2023,66,G
31108,3723,3/22/2022,75,D
31109,36068,1/2/2024,100,D
31110,62203,5/6/2023,74,E
31111,15449,3/16/2022,90,G
31112,94072,1/6/2023,33,J
31113,38905,5/15/2023,73,A
31114,98742,3/16/2022,49,D
31115,84724,4/16/2023,63,H
31116,54407,9/25/2022,58,E
31117,68067,10/4/2023,61,C
31118,69293,10/9/2023,35,B
31119,96407,8/9/2023,59,E
31120,55513,4/11/2022,48,J
31121,93119,10/15/2022,51,E
31122,8653,6/26/2023,49,F
31123,15056,10/14/2022,6,H
31124,68568,9/15/2022,75,J
31125,34857,12/19/2022,79,G
31126,2748,4/4/2023,14,C
31127,69673,1/1/2024,84,I
31128,41773,6/28/2022,50,D
31129,75466,11/27/2022,73,I
31130,74683,1/5/2024,98,C
31131,83959,2/4/2023,80,H
31132,42810,8/1/2022,17,E
31133,45114,3/5/2024,20,B
31134,89098,9/11/2023,62,J
31135,23409,6/3/2023,76,H
31136,93629,1/11/2023,71,A
31137,55050,8/17/2023,18,I
31138,84545,10/31/2022,94,D
31139,75025,3/10/2024,56,F
31140,90363,9/15/2023,99,D
31141,29547,12/31/2022,83,E
31142,8246,12/11/2023,27,H
31143,44103,7/1/2022,69,J
31144,81526,4/7/2023,39,H
31145,39753,3/2/2023,49,F
31146,80054,6/3/2022,62,H
31147,77984,5/24/2022,21,E
31148,16520,10/21/2022,44,F
31149,332,9/29/2023,29,A
31150,47899,12/9/2022,74,E
31151,57286,1/27/2023,57,J
31152,56756,9/20/2022,83,B
31153,33888,4/21/2022,15,B
31154,59438,4/27/2023,61,E
31155,32853,8/31/2023,84,I
31156,49583,9/26/2023,18,I
31157,68077,6/18/2022,28,E
31158,64044,10/12/2023,37,J
31159,94152,10/17/2023,80,F
31160,51287,8/24/2022,72,F
31161,34662,11/27/2023,56,A
31162,24573,2/11/2023,97,J
31163,99443,6/29/2023,14,J
31164,51594,7/1/2022,31,A
31165,12325,2/7/2024,89,I
31166,32395,11/11/2023,87,D
31167,14280,11/30/2022,81,E
31168,10332,7/19/2023,13,D
31169,83524,7/25/2022,70,H
31170,37898,4/13/2023,72,I
31171,28633,8/4/2022,27,B
31172,66953,11/28/2022,15,C
31173,8163,8/6/2022,30,E
31174,98634,3/18/2023,83,H
31175,49700,7/27/2022,46,C
31176,71117,10/26/2023,96,H
31177,44966,9/13/2023,95,B
31178,99576,11/14/2022,94,B
31179,10331,10/23/2023,74,H
31180,33009,5/27/2023,91,I
31181,65659,4/12/2022,25,I
31182,17540,4/12/2023,98,H
31183,80013,11/11/2022,35,J
31184,49758,11/20/2023,7,I
31185,3973,9/20/2023,23,B
31186,66305,11/28/2023,38,G
31187,12649,4/10/2022,54,A
31188,36917,7/27/2022,10,A
31189,45017,5/5/2022,76,D
31190,60574,11/1/2022,40,B
31191,25989,3/10/2023,2,I
31192,61593,5/3/2023,30,F
31193,44146,6/20/2023,59,H
31194,72375,10/28/2023,78,C
31195,62742,5/18/2023,77,E
31196,83316,10/3/2022,32,A
31197,10747,1/2/2023,8,A
31198,25530,5/29/2023,50,C
31199,90491,8/11/2023,27,B
31200,54753,5/9/2022,52,A
31201,84273,2/28/2023,64,B
31202,16760,1/7/2023,1,E
31203,52636,2/5/2023,19,I
31204,90159,2/25/2024,17,B
31205,98962,1/12/2024,6,F
31206,72110,7/14/2023,66,C
31207,6977,11/5/2022,99,J
31208,10630,7/8/2023,87,B
31209,40503,9/21/2023,94,I
31210,13822,7/30/2022,95,A
31211,59885,7/28/2022,81,D
31212,75903,6/26/2023,21,E
31213,99139,3/1/2023,69,D
31214,27906,2/24/2024,89,I
31215,22318,5/19/2023,37,E
31216,26160,2/19/2023,13,C
31217,84438,5/4/2022,82,C
31218,79556,9/15/2022,41,D
31219,62066,8/5/2022,22,I
31220,29126,8/20/2022,80,B
31221,52516,7/19/2023,7,I
31222,893,4/25/2023,54,H
31223,40987,1/29/2024,94,H
31224,45425,10/15/2023,98,F
31225,14683,6/5/2022,3,D
31226,34822,3/31/2022,52,H
31227,22734,1/26/2023,8,F
31228,94247,9/6/2022,62,C
31229,9950,6/27/2022,84,F
31230,22870,7/5/2023,74,A
31231,89890,2/7/2024,86,H
31232,41495,12/18/2023,100,E
31233,84957,11/4/2023,80,C
31234,770,3/29/2023,56,G
31235,75729,4/29/2022,56,C
31236,11361,8/22/2022,92,H
31237,90829,4/1/2022,85,A
31238,96181,3/3/2024,81,F
31239,82384,11/25/2023,43,F
31240,73087,5/23/2022,90,H
31241,40030,5/3/2023,36,F
31242,90875,12/4/2023,2,C
31243,96836,8/5/2022,26,F
31244,42455,10/6/2023,33,E
31245,40377,9/28/2022,83,F
31246,61494,8/10/2023,22,J
31247,51282,6/1/2022,11,A
31248,73330,5/17/2023,79,C
31249,11289,1/19/2023,72,F
31250,50212,1/25/2023,25,D
31251,31698,2/15/2024,38,F
31252,78530,9/14/2023,6,I
31253,44896,4/21/2022,96,C
31254,15637,11/15/2022,63,D
31255,93585,3/11/2022,59,A
31256,98605,1/18/2024,99,B
31257,92267,8/5/2023,39,A
31258,74092,9/15/2022,14,F
31259,72467,8/25/2022,54,G
31260,17797,9/17/2022,96,B
31261,38390,12/14/2023,9,H
31262,27213,11/4/2022,33,I
31263,98722,11/13/2022,35,B
31264,67753,12/31/2023,76,H
31265,62222,12/11/2023,97,A
31266,784,8/28/2022,40,I
31267,3319,5/9/2022,27,F
31268,85675,10/17/2023,95,J
31269,36059,6/23/2023,13,I
31270,16453,3/5/2022,75,H
31271,91609,9/5/2023,65,H
31272,31399,1/7/2023,33,D
31273,23534,4/19/2023,80,D
31274,16254,4/18/2023,41,H
31275,76950,4/20/2023,30,A
31276,78798,2/14/2023,75,A
31277,33339,12/18/2022,75,F
31278,31751,3/10/2022,56,C
31279,60462,1/16/2023,2,F
31280,66424,11/6/2022,84,G
31281,77528,10/13/2023,18,A
31282,20692,6/23/2022,75,I
31283,49423,7/18/2023,93,J
31284,64685,11/21/2023,48,A
31285,95903,5/23/2023,89,I
31286,17926,6/25/2023,81,I
31287,14923,12/21/2023,53,C
31288,27018,7/16/2022,57,C
31289,99167,7/2/2022,74,E
31290,42712,11/4/2023,96,D
31291,73172,6/13/2022,63,C
31292,96905,4/6/2022,8,E
31293,14568,6/23/2022,31,B
31294,45543,10/23/2023,98,C
31295,96712,3/25/2023,74,B
31296,88150,2/14/2024,17,A
31297,49273,11/16/2022,11,D
31298,7593,5/17/2023,23,D
31299,64207,9/26/2023,84,A
31300,68491,8/7/2022,83,G
31301,72071,11/16/2022,85,A
31302,86836,2/3/2024,48,J
31303,4110,12/4/2023,58,D
31304,48406,8/20/2022,64,B
31305,2879,7/16/2023,82,J
31306,88550,3/20/2022,88,H
31307,23571,8/1/2023,48,E
31308,87536,11/26/2023,24,F
31309,97400,5/2/2022,23,F
31310,32193,1/6/2023,63,F
31311,13305,1/22/2024,60,D
31312,98527,9/5/2023,60,E
31313,54998,4/12/2023,6,F
31314,60648,2/7/2024,8,C
31315,92896,1/10/2023,25,D
31316,92931,10/6/2022,87,H
31317,85834,8/10/2022,11,F
31318,52663,6/8/2022,16,G
31319,72562,1/27/2024,70,D
31320,58090,7/23/2023,49,J
31321,37687,7/18/2022,98,G
31322,49063,11/27/2022,11,E
31323,74598,7/1/2022,79,J
31324,20125,10/29/2022,8,C
31325,17561,9/13/2022,55,I
31326,89411,7/5/2023,5,H
31327,40540,3/10/2023,23,A
31328,71383,8/2/2022,51,H
31329,18962,8/27/2023,92,B
31330,25743,8/17/2022,93,E
31331,94897,7/27/2023,30,D
31332,47301,1/13/2024,50,D
31333,22998,4/5/2022,25,C
31334,30569,3/9/2023,58,A
31335,69915,2/9/2023,45,B
31336,83178,8/7/2023,21,H
31337,26248,6/30/2023,67,F
31338,57000,3/23/2023,27,J
31339,12215,6/4/2023,17,A
31340,5717,1/11/2024,50,G
31341,67122,6/14/2022,91,A
31342,64027,9/20/2022,58,C
31343,39960,10/23/2023,69,J
31344,46620,3/3/2023,74,A
31345,86947,1/16/2024,3,D
31346,97566,6/26/2023,83,F
31347,87655,5/30/2023,36,F
31348,55166,11/18/2023,70,F
31349,73854,6/23/2022,52,I
31350,33239,6/10/2022,71,C
31351,10857,1/22/2023,1,C
31352,96038,7/23/2023,7,B
31353,88841,11/25/2022,43,G
31354,29719,2/28/2024,17,D
31355,20218,10/31/2023,82,F
